virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank
Synechococcus phage S-RSM4	NC_013085	Literature	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-ShM2	NC_015281	RefSeq	Synechococcus sp.	1131	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SKS1	NC_020851	RefSeq	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SM1	NC_015282	RefSeq	Synechococcus sp. WH 6501	166310	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SM2	NC_015279	NCBI Virus, RefSeq	Synechococcus sp. WH 8017	166321	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SSM4	NC_020875	NCBI Virus, RefSeq	Synechococcus sp. WH 8018	166322	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SSM5	NC_015289	RefSeq	Synechococcus sp.	1131	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-SSM5	NC_015289	NCBI Virus	Parasynechococcus marenigrum WH 8102	84588	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Prochlorococcaceae; Parasynechococcus; Parasynechococcus marenigrum	strain
Synechococcus phage S-SSM7	NC_015287	NCBI Virus, RefSeq	Synechococcus sp. WH 8109	166314	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-T4	NC_048049	RefSeq	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-WAM1	NC_031944	NCBI Virus, RefSeq	Synechococcus sp.	1131	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage S-WAM2	NC_031935	RefSeq	Synechococcus sp.	1131	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage Syn19	NC_015286	RefSeq	Synechococcus sp. WH 8109	166314	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage Syn30	NC_021072	RefSeq	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus phage syn9	NC_008296	NCBI Virus, RefSeq	Synechococcus sp. WH 8012	166313	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus T7-like phage S-TIP37	NC_048026	RefSeq	Synechococcus sp. WH 8109	166314	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus virus P60	AF338467	Literature	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus virus P60	AF338467	Literature, NCBI Virus	Synechococcus sp. WH 7805	59931	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus virus S-ESS1	NC_052968	NCBI Virus, RefSeq	Synechococcus sp.	1131	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus virus S-PRM1	NC_055761	NCBI Virus, RefSeq	Synechococcus sp. WH 7803	32051	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Synechococcus virus Syn5	NC_009531	NCBI Virus, RefSeq	Synechococcus sp. WH 8109	166314	Bacteria; Terrabacteria group; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus	species
Temperate phage phiNIH1.1	NC_003157	Literature	Streptococcus pyogenes	1314	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	species
Tenacibaculum phage pT24	NC_049383	RefSeq	Tenacibaculum sp.	1906242	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum	species
Tenacibaculum phage PTm1	NC_049340	RefSeq	Tenacibaculum maritimum	107401	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum	species
Tetrasphaera phage TJE1	NC_019930	RefSeq	Tetrasphaera jenkinsii	330834	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Micrococcales; Intrasporangiaceae; Tetrasphaera	species
Thalassomonas phage BA3	NC_009990	NCBI Virus, RefSeq	Thalassotalea loyana	280483	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Thalassotalea	species
Thermoanaerobacterium phage THSA-485A	NC_018264	NCBI Virus, RefSeq	Thermoanaerobacterium saccharolyticum JW/SL-YS485	1094508	Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Thermoanaerobacterium; Thermoanaerobacterium saccharolyticum	strain
Thermococcus prieurii virus 1	NC_016899	RefSeq	Thermococcus sp.	35749	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus	species
Thermococcus prieurii virus 1	NC_016899	NCBI Virus	Thermococcus prieurii	1128108	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus	species
Thermoproteus tenax spherical virus 1	NC_006556	RefSeq	Thermoproteus tenax	2271	Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Thermoproteus	species
Thermus phage phi OH2	NC_021784	Literature	Geobacillus kaustophilus NBRC 102445	1220595	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group; Geobacillus kaustophilus	strain
Thermus phage phi OH2	NC_021784	Literature	Geobacillus kaustophilus GBlys	1337888	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus; Geobacillus thermoleovorans group; Geobacillus kaustophilus	strain
Thermus phage phiOH3	NC_045425	RefSeq	Thermus thermophilus HB8	300852	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus	strain
Thermus phage phiYS40	NC_008584	Literature	Thermus thermophilus HB8	300852	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus	strain
Thermus phage TMA	NC_015937	NCBI Virus, RefSeq	Thermus thermophilus HB27	262724	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus	strain
Thermus virus IN93	NC_004462	NCBI Virus, RefSeq	Thermus thermophilus	274	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	species
Thermus virus P23-45	NC_009803	NCBI Virus, RefSeq, UniProt	Thermus thermophilus	274	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	species
Thermus virus P23-77	NC_013197	NCBI Virus, RefSeq	Thermus thermophilus	274	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	species
Thermus virus P74-26	NC_009804	NCBI Virus, RefSeq, UniProt	Thermus thermophilus	274	Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	species
Tsukamurella phage TIN2	NC_028865	RefSeq	Tsukamurella inchonensis	42777	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella	species
Tsukamurella phage TIN3	NC_028966	RefSeq	Tsukamurella inchonensis	42777	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella	species
Tsukamurella phage TIN4	NC_041962	RefSeq	Tsukamurella inchonensis	42777	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella	species
Tsukamurella phage TPA2	NC_015210	NCBI Virus, RefSeq	Tsukamurella paurometabola	2061	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella	species
Tsukamurella phage TPA4	NC_030916	NCBI Virus, RefSeq	Tsukamurella paurometabola	2061	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Tsukamurellaceae; Tsukamurella	species
Vibrio phage 1	JF713456	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage 1.008.O._10N.286.54.E5	NC_055064	RefSeq	Vibrio cyclitrophicus	47951	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.020.O._10N.222.48.A2	NC_055065	RefSeq	Vibrio tasmaniensis	212663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.026.O._10N.222.49.C7	NC_049430	RefSeq	Vibrio splendidus	29497	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.044.O._10N.261.51.B8	NC_055063	RefSeq	Vibrio lentus	136468	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.080.O._10N.286.48.A4	NC_055066	RefSeq	Vibrio lentus	136468	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.097.O._10N.286.49.B3	NC_049431	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.169.O._10N.261.52.B1	NC_048121	RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.188.A._10N.286.51.A6	NC_048122	RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.202.O._10N.222.45.E8	NC_048066	RefSeq	Vibrio cyclitrophicus	47951	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.204.O._10N.222.46.F12	NC_048123	RefSeq	Vibrio cyclitrophicus	47951	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.224.A._10N.261.48.B1	NC_048124	RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.238.A._10N.261.52.F10	NC_055735	NCBI Virus, RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.245.O._10N.261.54.C7	NC_055736	NCBI Virus, RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.249.A._10N.261.55.B9	NC_055062	RefSeq	Vibrio cyclitrophicus	47951	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 1.261.O._10N.286.51.A7	NC_048125	RefSeq	Vibrio breoganii	553239	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 11895-B1	NC_020843	RefSeq	Vibrio sp.	678	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage 2 TSL-2019	NC_048747	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage 24	KJ572844	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage Achelous	NC_055794	NCBI Virus, RefSeq	Vibrio campbellii	680	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage AG74	NC_055848	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Aphrodite1	NC_042100	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage AS51	NC_047737	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Athena	NC_055851	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Bennett	NC_055829	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Brizo	NC_055800	RefSeq	Vibrio campbellii ATCC BAA-1116	2902295	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio campbellii	strain
Vibrio phage Ceto	NC_042094	RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage Chester	NC_055830	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage CHOED	NC_023863	NCBI Virus, RefSeq	Vibrio anguillarum	55601	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage CJY	KM612260	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage Cody	NC_055849	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage CP-T1	NC_019457	Literature, NCBI Virus, RefSeq, UniProt	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage CTXphi	NC_015209	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage douglas 12A4	NC_021068	NCBI Virus, RefSeq	Aliivibrio fischeri	668	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Aliivibrio	species
Vibrio phage eugene 12A10	NC_029067	NCBI Virus, RefSeq	Vibrio sp. 12A10	314855	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage fs2	NC_001956	RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage Gary	NC_055913	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage H1	KM612261	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage H2 SGB-2014	KM612262	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage H3	KM612263	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage helene 12B3	NC_021067	NCBI Virus, RefSeq	Vibrio splendidus	29497	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage henriette 12B8	NC_021073	NCBI Virus, RefSeq	Vibrio splendidus	29497	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1	NC_015157	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2001_A	HQ641353	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2004_A	HQ641354	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2005_A	HQ641352	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2006_A	HQ641351	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2006_B	HQ641350	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2006_C	HQ641349	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP1_2006_D	HQ641348	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP2	NC_015158	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP2_2006_A	HQ641346	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP2_2011_A	KM224878	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP2_2013_A_Haiti	NC_024791	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP3	NC_015159	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP3_2007_A	HQ641344	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP3_2008_A	HQ641343	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ICP3_2009_B	HQ641341	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage J2	NC_027393	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage J3	KM612265	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage JA-1	NC_021540	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage JSF10	NC_042074	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage JSF12	NC_047882	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage JSF3	NC_049380	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage JSF7	NC_047741	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage KSF1	NC_006294	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage KVP40	NC_005083	RefSeq, UniProt	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage martha 12B12	NC_021070	NCBI Virus, RefSeq	Vibrio splendidus	29497	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage N4	NC_013651	Literature	Vibrio cholerae O1	127906	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage ND1-fs1	NC_055051	NCBI Virus	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage ND1-fs1	NC_055051	RefSeq	Vibrio cholerae O139	45888	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage nt-1	NC_021529	RefSeq	Vibrio natriegens	691	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage phi 1	NC_028799	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage phi 3	NC_028895	RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage phi-A318	NC_025822	RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage phi50-12	NC_055824	NCBI Virus, RefSeq	Vibrio owensii	696485	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage phiVC8	NC_027118	UniProt	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage phiVC8	NC_027118	RefSeq	Vibrio cholerae O1	127906	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae	serogroup
Vibrio phage Pontus	NC_055801	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage pTD1	NC_041916	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage PV94	NC_027368	RefSeq	Vibrio vulnificus	672	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage PVA1	NC_023605	NCBI Virus, RefSeq	Vibrio alginolyticus	663	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage pVco-5	NC_055717	NCBI Virus, RefSeq	Vibrio coralliilyticus	190893	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage pVp-1	NC_019529	RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage PWH3a-P1	NC_020863	NCBI Virus, RefSeq	Vibrio natriegens	691	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage pYD21-A	NC_020846	NCBI Virus, RefSeq	Vibrio sp. YD21	728063	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage pYD38-A	NC_021534	NCBI Virus, RefSeq	Vibrio sp. YD38	728064	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage pYD38-B	NC_021561	NCBI Virus, RefSeq	Vibrio sp. YD38	728064	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage qdvp001	NC_029057	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage QH	NC_027397	NCBI Virus, RefSeq	Vibrio cholerae	666	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	species
Vibrio phage Quinn	NC_055850	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage River4	NC_055847	NCBI Virus, RefSeq	Vibrio harveyi	669	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
Vibrio phage SHOU24	NC_023569	NCBI Virus, RefSeq	Vibrio parahaemolyticus	670	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	species
