virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank
Shigella phage phi25-307	NC_055734	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage POCJ13	NC_025434	Shigella flexneri 2a	42897	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella flexneri	serotype
Shigella phage pSb-1	NC_023589	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSf-1	NC_021331	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSf-2	NC_026010	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage pSs-1	NC_025829	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sd1	NC_047847	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sd1	NC_047847	Escherichia coli B	37762	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf11 SMD-2017	NC_054636	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf12	NC_047848	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf12	NC_047848	Escherichia coli B	37762	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf13	NC_042017	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf14	NC_042075	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf17	NC_042076	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf17	NC_042076	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf21	NC_042077	Escherichia coli K-12	83333	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	strain
Shigella phage Sf22	NC_042039	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf22	NC_042039	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	Shigella boydii	621	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf23	NC_054941	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf24	NC_042078	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sf6	NC_005344	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfII	NC_021857	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Sfin-1	NC_047998	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfIV	NC_022749	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SfMu	NC_027382	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SFN6B	NC_047929	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SFPH2	NC_048025	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SH6	NC_047785	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SH7	NC_054942	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHBML-50-1	NC_031085	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Shf125875	NC_025437	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Shfl2	NC_015457	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHFML-11	NC_030953	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHFML-26	NC_031011	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHSML-45	NC_031022	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SHSML-52-1	NC_031090	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SP18	NC_014595	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage Ss-VASD	NC_028685	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage SSP1	NC_047881	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SflS-ISF001	NC_047863	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage VB_Ship_A7	NC_048180	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SsoS-ISF002	NC_041995	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella phage vB_SsoS_008	NC_048150	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus 2019SD1	NC_049820	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Sf6	AF547987	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Sfin-3	NC_049831	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Shigella virus Shfl1	NC_015456	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species
Silicibacter phage DSS3phi2	NC_012697	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	strain
Sinorhizobium phage ort11	NC_049469	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage PBC5	NC_003324	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiLM21	NC_029046	Sinorhizobium sp. LM21	1449788	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM12	NC_027204	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM7	NC_041929	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiM9	NC_028676	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sinorhizobium phage phiN3	NC_028945	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species
Sodalis phage phiSG1	NC_007902	Sodalis glossinidius str. 'morsitans'	343509	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis; Sodalis glossinidius	strain
Sodalis phage SO1	NC_013600	Sodalis glossinidius	63612	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis	species
Sphingobium phage Lacusarx	NC_041927	Sphingobium sp. IP1	2021637	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium	species
Sphingomonas phage PAU	NC_019521	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species
Sphingomonas phage Scott	NC_048029	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species
Spiroplasma phage C74	NC_003793	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma phage C74	NC_003793	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma phage R8A2B	NC_001365	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma phage SVGII3	AJ969242	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma virus SkV1CR23x	NC_009987	Spiroplasma kunkelii	47834	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Spiroplasma virus SpV4	NC_003438	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species
Staphylococcus phage 23MRA	NC_028775	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 2638A	NC_007051	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 3 AJ-2017	NC_048644	Staphylococcus aureus subsp. aureus COL	93062	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage 3MRA	NC_028917	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 66	NC_007046	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 676Z	NC_047724	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage 6ec	NC_024355	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage A3R	NC_047723	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage A5W	NC_047728	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Andhra	NC_047813	Staphylococcus epidermidis RP62A	176279	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	strain
Staphylococcus phage B166	NC_028859	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage B236	NC_028915	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage BP39	NC_031046	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage CNPx	NC_031241	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage CSA13	NC_048159	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage DW2	NC_024391	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Fi200W	NC_047725	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage G15	NC_019448	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage GRCS	NC_023550	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Henu2	NC_054980	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage HSA84	NC_054974	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME-SA1	NC_047729	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME-SA118	NC_047731	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME-SA119	NC_047732	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME-SA2	NC_047730	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME-SA4	NC_029025	Staphylococcus haemolyticus	1283	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME1348_01	NC_055036	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage IME1361_01	NC_048657	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage ISP	NC_047720	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage JD007	NC_019726	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage JS01	NC_021773	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage LH1	NC_055041	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage LSA2366	NC_055916	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage MCE-2014	NC_025416	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage MSA6	NC_047726	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P108	NC_025426	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P1105	NC_048636	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P240	NC_055042	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P282	NC_048634	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P4W	NC_047727	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P630	NC_048635	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P68	NC_004679	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage P954	NC_013195	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Pabna	NC_048107	Staphylococcus aureus subsp. aureus RN4220	561307	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage phi 11	AF424781	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phi 12	NC_004616	Staphylococcus aureus subsp. aureus NCTC 8325	93061	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage phi2958PVL	NC_011344	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phi5967PVL	NC_019921	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phi7401PVL	NC_020199	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiBU01	NC_026016	Staphylococcus aureus HIP07256	1334189	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage phiIBB-SEP1	NC_041928	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiIPLA-C1C	NC_028962	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiIPLA-RODI	NC_028765	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiJB	NC_028669	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiN315	NC_004740	Staphylococcus aureus subsp. aureus N315	158879	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage phiNM3	NC_008617	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiNM4-gamma4	KP209285	Staphylococcus aureus subsp. aureus str. Newman	426430	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain
Staphylococcus phage phiPVL-CN125	NC_012784	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiRS7	NC_022914	Staphylococcus saprophyticus	29385	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa119	NC_025460	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSA12	NC_023573	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st1	NC_055045	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st121mssa	NC_055049	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st22	NC_048681	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st30	NC_055047	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st5	NC_055046	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSa2wa_st78	NC_055048	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSA_BS1	NC_047945	Staphylococcus sp.	29387	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage phiSA_BS2	NC_047948	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage Portland	NC_055814	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage PSa3	NC_047855	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage PT1028	NC_007045	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage PVL	NC_002321	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage ROSA	NC_007058	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage S13'	AB626963	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage S24-1	NC_016565	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage S25-3	NC_022920	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage S25-4	NC_022918	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA1	NC_027991	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA1014ruMSSAST7	NC_048710	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA12	NC_021801	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA13	NC_021863	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA137ruMSSAST121PVL	NC_055043	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA345ruMSSAST8	NC_048713	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA46-CL1	NC_055802	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
Staphylococcus phage SA5	NC_047721	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species
