virus_name	viral_acc	report_host	gcf	find_taxrank
Ralstonia phage RSMSuper	AB981170	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RsoM1USA	NC_049432	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RsoP1EGY	NC_047946	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RsoP1IDN	NC_047930	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSS-TH1	NC_055053	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSS0	NC_019548	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSS1	NC_008575	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSS20	NC_021866	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSS30	NC_021862	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage RSY1	NC_025115	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia phage Simangalove	NC_054946	Ralstonia pseudosolanacearum	GCF_003595305.1	species
Ralstonia virus RSA1	NC_009382	Ralstonia solanacearum	GCF_021117135.1	species
Ralstonia virus RSIBR1	NC_055052	Ralstonia solanacearum	GCF_021117135.1	species
Raoultella phage Ro1	NC_048682	Raoultella ornithinolytica	GCF_022354265.1	species
Rhizobium phage 16-3	NC_011103	Sinorhizobium meliloti	GCF_000346065.1	species
Rhizobium phage RHEph01	NC_047738	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph02	NC_047868	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph03	JX483875	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph04	NC_041908	Rhizobium etli GR56	GCF_002119845.1	species
Rhizobium phage RHEph05	JX483877	Rhizobium etli GR56	GCF_002119845.1	species
Rhizobium phage RHEph06	NC_027296	Rhizobium etli GR56	GCF_002119845.1	species
Rhizobium phage RHEph08	NC_047869	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph09	NC_047870	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph10	NC_034248	Rhizobium etli	GCF_002119845.1	species
Rhizobium phage RHEph10	NC_034248	Rhizobium etli CFN 42	GCF_000092045.1	strain
Rhizobium phage RR1-A	NC_021560	Agrobacterium tumefaciens	GCF_003667905.1	species
Rhizobium phage RR1-B	NC_021557	Agrobacterium tumefaciens	GCF_003667905.1	species
Rhizobium phage vB_RglS_P106B	NC_023566	Rhizobium gallicum	GCF_000816845.1	species
Rhizobium phage vB_RleM_P10VF	NC_025429	Rhizobium leguminosarum	GCF_021391715.1	species
Rhizobium phage vB_RleM_PPF1	NC_025427	Rhizobium leguminosarum	GCF_021391715.1	species
Rhizobium phage vB_RleS_L338C	NC_023502	Rhizobium leguminosarum	GCF_021391715.1	species
Rhodobacter phage RcapMu	NC_016165	Rhodobacter capsulatus	GCF_000021865.1	species
Rhodobacter phage RcapMu	NC_016165	Rhodobacter capsulatus SB 1003	GCF_000021865.1	strain
Rhodobacter phage RcapNL	NC_020489	Rhodobacter capsulatus	GCF_000021865.1	species
Rhodobacter phage RcapNL	NC_020489	Rhodobacter capsulatus SB 1003	GCF_000021865.1	strain
Rhodobacter phage RcCronus	NC_042049	Rhodobacter capsulatus YW1	GCF_000021865.1	species
Rhodobacter phage RcRhea	NC_028954	Rhodobacter capsulatus YW1	GCF_000021865.1	species
Rhodobacter phage RcSpartan	NC_041963	Rhodobacter capsulatus YW1	GCF_000021865.1	species
Rhodobacter phage RcTitan	NC_029097	Rhodobacter capsulatus YW1	GCF_000021865.1	species
Rhodococcus phage CosmicSans	NC_028677	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage E3	NC_021347	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage Finch	NC_054724	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage Hiro	NC_048669	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage PhailMary	NC_054762	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage REQ1	NC_016655	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage REQ2	NC_016652	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage REQ3	NC_016654	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage ReqiDocB7	NC_023706	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage ReqiPepy6	NC_023735	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage ReqiPine5	NC_023722	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage ReqiPoco6	NC_023694	Rhodococcus hoagii	GCF_003013675.1	species
Rhodococcus phage RER2	NC_016653	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage RRH1	NC_016651	Rhodococcus rhodochrous	GCF_003004765.2	species
Rhodococcus phage Sleepyhead	NC_048782	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage Takoda	NC_048708	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage Toil	NC_055061	Rhodococcus opacus	GCF_020542785.1	species
Rhodococcus phage Trina	NC_042040	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage Weasels2	NC_041887	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus phage Whack	NC_048784	Rhodococcus erythropolis	GCF_000696675.2	species
Rhodococcus virus RGL3	NC_016650	Rhodococcus globerulus	GCF_019334125.1	species
Rhodothermus phage RM378	NC_004735	Rhodothermus marinus	GCF_000024845.1	species
Rhodovulum phage vB_RhkS_P1	NC_031059	Rhodovulum sp. P5	GCF_002079305.1	species
Riemerella phage RAP44	NC_019490	Riemerella anatipestifer	GCF_019552185.1	species
Roseobacter phage RD-1410W1-01	NC_049372	Roseobacter denitrificans	GCF_002983865.1	species
Roseobacter phage RD-1410W1-01	NC_049372	Roseobacter denitrificans OCh 114	GCF_000014045.1	strain
Roseobacter phage RDJL Phi 1	NC_015466	Roseobacter denitrificans	GCF_002983865.1	species
Roseobacter phage RDJL Phi 1	NC_015466	Roseobacter denitrificans OCh 114	GCF_000014045.1	strain
Roseobacter phage RDJL Phi 2	NC_041958	Roseobacter denitrificans	GCF_002983865.1	species
Roseobacter phage RDJL Phi 2	NC_041958	Roseobacter denitrificans OCh 114	GCF_000014045.1	strain
Ruegeria phage DSS3-P1	NC_025428	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoP-V12	NC_049435	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoP-V13	NC_049436	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoS-V11	NC_052971	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoS-V16	NC_052969	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoS-V18	NC_052970	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Ruegeria phage vB_RpoS-V7	NC_052972	Ruegeria pomeroyi DSS-3	GCF_000011965.2	strain
Salinibacter virus M1EM1	NC_042348	Salinibacter ruber	GCF_003491185.1	species
Salinibacter virus M31CR41-2	NC_042352	Salinibacter ruber	GCF_003491185.1	species
Salinibacter virus M8CC19	NC_042349	Salinibacter ruber M8	GCF_000090405.2	strain
Salinibacter virus M8CR30-2	NC_042350	Salinibacter ruber M8	GCF_000090405.2	strain
Salinibacter virus M8CRM1	NC_042351	Salinibacter ruber M8	GCF_000090405.2	strain
Salinivibrio phage CW02	NC_019540	Salinivibrio costicola	GCF_011765565.1	species
Salmonella phage 1-19	NC_048819	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage 1-29	NC_048811	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage 100268_sal2	NC_031902	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 103203_sal5	NC_031946	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 118970_sal1	NC_031930	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 118970_sal2	NC_031933	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 118970_sal3	NC_031940	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 118970_sal4	NC_030919	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 2-3	NC_048809	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage 3-29	NC_048145	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage 35	NC_048632	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage 36	NC_029071	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage 37	NC_029045	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage 38	NC_029042	Salmonella enterica subsp. enterica serovar Typhi	GCF_001173525.2	no rank
Salmonella phage 3A_8767	NC_048004	Salmonella enterica subsp. enterica serovar Typhi	GCF_001173525.2	no rank
Salmonella phage 64795_sal3	NC_031918	Salmonella enterica	GCF_000006945.2	species
Salmonella phage 7-11	NC_015938	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage aagejoakim	NC_049503	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Akira	NC_054647	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Akira	NC_054647	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage allotria	NC_049501	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage astrithr	NC_048862	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage atrejo	NC_048872	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage barely	NC_049505	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage bastian	NC_048870	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage bering	NC_049502	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage birk	NC_048864	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage bombadil	NC_048866	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage BP12A	NC_031258	Salmonella enterica	GCF_000006945.2	species
Salmonella phage BP12B	NC_031271	Salmonella enterica	GCF_000006945.2	species
Salmonella phage BP12C	NC_031228	Salmonella enterica	GCF_000006945.2	species
Salmonella phage BP63	NC_031250	Salmonella enterica	GCF_000006945.2	species
Salmonella phage BPS11Q3	NC_031925	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage BPS15Q2	NC_031939	Salmonella enterica subsp. enterica serovar Heidelberg	GCF_006695545.1	no rank
Salmonella phage BPS17L1	NC_042096	Salmonella enterica subsp. enterica serovar Shubra	GCF_000006945.2	species
Salmonella phage BPS17W1	NC_042097	Salmonella enterica subsp. enterica serovar Shubra	GCF_000006945.2	species
Salmonella phage BSP101	NC_049382	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage BSP161	NC_048105	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage BSPM4	NC_048655	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage Det7	NC_027119	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage dinky	NC_049504	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Ent1	NC_019539	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage epsilon15	NC_004775	Salmonella enterica	GCF_000006945.2	species
Salmonella phage epsilon15	NC_004775	Salmonella enterica subsp. enterica serovar Anatum	GCF_016452145.1	no rank
Salmonella phage epsilon34	NC_011976	Salmonella enterica subsp. enterica serovar Anatum	GCF_016452145.1	no rank
Salmonella phage f18SE	NC_028698	Salmonella enterica	GCF_000006945.2	species
Salmonella phage faergetype	NC_048867	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Fels-1	NC_010391	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage FO1a	JF461087	Salmonella enterica	GCF_000006945.2	species
Salmonella phage FSL SP-031	NC_021775	Salmonella enterica subsp. enterica serovar Cerro	GCF_001941405.1	no rank
Salmonella phage FSL SP-039	KC139514	Salmonella enterica	GCF_000006945.2	species
Salmonella phage FSL SP-058	NC_021772	Salmonella enterica subsp. enterica serovar Dublin	GCF_002266085.2	no rank
Salmonella phage FSL SP-076	NC_021782	Salmonella enterica subsp. enterica serovar Dublin	GCF_002266085.2	no rank
Salmonella phage FSL SP-101	NC_042065	Salmonella enterica	GCF_000006945.2	species
Salmonella phage FSL SP-124	KC139515	Salmonella enterica	GCF_000006945.2	species
Salmonella phage FSLSP004	NC_021774	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage fuchur	NC_048869	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage g341c	NC_013059	Salmonella enterica subsp. enterica serovar Anatum	GCF_016452145.1	no rank
Salmonella phage GG32	NC_031045	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage heyday	NC_049500	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage IKe	NC_002014	Escherichia coli	GCF_000008865.2	species
Salmonella phage IME207	NC_031924	Klebsiella pneumoniae	GCF_000240185.1	species
Salmonella phage Jersey	NC_021777	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage KFS-SE1	NC_048683	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage L13	NC_021317	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage L6jm	NC_048852	Salmonella enterica subsp. enterica serovar Choleraesuis	GCF_016454285.1	no rank
Salmonella phage LPST10	NC_054645	Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028	GCF_000006945.2	subspecies
Salmonella phage LSPA1	NC_026017	Salmonella enterica subsp. enterica serovar Paratyphi A	GCF_002386165.1	no rank
Salmonella phage Lumpael	NC_048113	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage LVR16A	NC_048000	Salmonella enterica subsp. enterica serovar Kentucky	GCF_021266445.1	no rank
Salmonella phage MA12	NC_031021	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage maane	NC_049508	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Marshall	NC_022772	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Maynard	NC_022768	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage Melville	NC_042044	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage moki	NC_049506	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Mutine	NC_049428	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage NR01	NC_031042	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage oldekolle	NC_048865	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage oselot	NC_048871	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Heidelberg	GCF_006695545.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Oranienburg	GCF_004798745.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Virchow	GCF_009664555.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Weltevreden	GCF_005457265.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Anatum	GCF_016452145.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Saintpaul	GCF_020691705.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Montevideo	GCF_000238455.2	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Kentucky	GCF_021266445.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Poona	GCF_900478385.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	GCF_008244845.1	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Corvallis	GCF_002265865.2	no rank
Salmonella phage OSY-STA	NC_048808	Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,5,12:i:-	GCF_000006945.2	subspecies
Salmonella phage P22	BK000583	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage P22-pbi	AF527608	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage pertopsoe	NC_049507	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage phiSG-JL2	NC_010807	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage phSE-2	NC_031026	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage pSe_SNUABM_01	NC_054937	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage PVPSE1	NC_016071	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage rabagast	NC_049499	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage RE2010	NC_019488	Salmonella enterica subsp. enterica serovar Enteritidis str. LK5	GCF_000006945.2	subspecies
Salmonella phage rokbiter	NC_048868	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage S113	NC_048005	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage S114	NC_048006	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage S116	NC_048007	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage S118	NC_049437	Salmonella enterica	GCF_000006945.2	species
Salmonella phage S124	NC_048013	Salmonella enterica	GCF_000006945.2	species
Salmonella phage S126	NC_048008	Salmonella enterica	GCF_000006945.2	species
Salmonella phage S131	NC_048009	Salmonella enterica	GCF_000006945.2	species
Salmonella phage S132	NC_048010	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage S133	NC_048011	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage S147	NC_048012	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage Se-B	NC_049495	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Se-G	NC_049496	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Se-J	NC_049497	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SE1 (in:Nonagvirus)	NC_042025	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SE1 (in:Nonagvirus)	NC_042025	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SE1 (in:P22virus)	NC_011802	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SE2	NC_016763	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Seafire	NC_048110	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage Season12	NC_052990	Salmonella enterica subsp. enterica serovar Newport	GCF_003581245.2	no rank
Salmonella phage Segz_1	NC_054640	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SEN1	NC_029003	Salmonella enterica subsp. salamae	GCF_003872475.1	subspecies
Salmonella phage SEN22	NC_028696	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SEN22	NC_028696	Salmonella enterica subsp. diarizonae	GCF_003872565.1	subspecies
Salmonella phage SEN34	NC_028699	Salmonella enterica subsp. diarizonae	GCF_003872565.1	subspecies
Salmonella phage SEN4	NC_029015	Salmonella enterica subsp. salamae	GCF_003872475.1	subspecies
Salmonella phage SEN5	NC_028701	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SEN5	NC_028701	Salmonella enterica subsp. salamae	GCF_003872475.1	subspecies
Salmonella phage SEN8	NC_047753	Salmonella enterica subsp. salamae	GCF_003872475.1	subspecies
Salmonella phage SenALZ1	NC_049440	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SenASZ3	NC_049439	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Sepoy	NC_048760	Salmonella enterica subsp. enterica serovar Heidelberg	GCF_006695545.1	no rank
Salmonella phage SeSz-1	NC_049443	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SeSz-2	NC_054643	Salmonella enterica	GCF_000006945.2	species
Salmonella phage Seszw_1	NC_054642	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SETP13	NC_022752	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SETP3	NC_009232	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SETP7	NC_022754	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SeWh-1	NC_053000	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SeZq-1	NC_053001	Salmonella enterica	GCF_000006945.2	species
Salmonella phage SG1	NC_054936	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage Sh19	NC_019530	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SH9	NC_047999	Salmonella enterica subsp. enterica serovar Hadar	GCF_016454325.1	no rank
Salmonella phage Shivani	NC_028754	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage Si3	NC_041922	Salmonella enterica subsp. enterica serovar Infantis	GCF_022117515.1	no rank
Salmonella phage Siskin	NC_048727	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage SJ46	NC_031129	Salmonella enterica subsp. enterica serovar Indiana	GCF_022350005.1	no rank
Salmonella phage Skate	NC_054639	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage slyngel	NC_049821	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SP01	NC_047859	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage SP1	NC_049396	Salmonella enterica subsp. enterica serovar Pullorum	GCF_003606225.1	no rank
Salmonella phage SPC32H	KC911856	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SPC32N	KC911857	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SPN1S	NC_016761	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SPN3UB	NC_019545	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SPN3US	NC_027402	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage SPN9TCW	JQ691610	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SS3e	NC_006940	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage SSU5	NC_018843	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage ST160	NC_014900	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage ST64B	NC_004313	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage ST64T	NC_004348	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage STG2	NC_048089	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage STP4-a	NC_026607	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage Sw2	NC_048062	Salmonella enterica subsp. enterica serovar Kentucky	GCF_021266445.1	no rank
Salmonella phage Th1	NC_048795	Salmonella enterica subsp. enterica serovar Gallinarum	GCF_020023795.1	no rank
Salmonella phage TS13	NC_053004	Salmonella enterica	GCF_000006945.2	species
Salmonella phage TS13	NC_053004	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	strain
Salmonella phage UPF_BP1	NC_047875	Salmonella enterica subsp. enterica serovar Brandenburg	GCF_004328765.1	no rank
Salmonella phage UPF_BP2	NC_048649	Salmonella enterica subsp. enterica	GCF_000006945.2	subspecies
Salmonella phage vB-SalM-PM10	NC_031128	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SalP_TR2	NC_055921	Salmonella enterica subsp. enterica serovar Albany	GCF_014840915.2	no rank
Salmonella phage vB_SalS_ABTNLsp1	NC_053003	Salmonella enterica	GCF_000006945.2	species
Salmonella phage vB_SenM-S16	NC_020416	Salmonella enterica	GCF_000006945.2	species
Salmonella phage vB_SenS-Ent2	NC_023608	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage vB_SenS-Ent3	NC_024204	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage vB_SenS_AG11	NC_041991	Salmonella enterica subsp. enterica serovar Enteritidis	GCF_020716645.1	no rank
Salmonella phage vB_SenS_BPS1	NC_052994	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_BPS2	NC_052995	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_BPS4	NC_052996	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_ER19	NC_052993	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_ER24	NC_052999	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_ER3	NC_053006	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_ER6	NC_053007	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
Salmonella phage vB_SenS_Sasha	NC_047786	Salmonella enterica subsp. enterica serovar Kentucky	GCF_021266445.1	no rank
Salmonella phage vB_SenS_SB13	NC_048781	Salmonella enterica subsp. enterica serovar Typhimurium	GCF_000006945.2	no rank
